Timestamp,Honeypot,Src_IP,Country,Confidence,Event,Details,MITRE_ID,MITRE_Technique
2026-01-06T01:33:58.229046Z,Cowrie,164.92.221.17,NL,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:33:58.489793Z,Cowrie,164.92.221.17,NL,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:33:58.490561Z,Cowrie,164.92.221.17,NL,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:33:59.790571Z,Cowrie,164.92.221.17,NL,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:34:01.329718Z,Cowrie,164.92.221.17,NL,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:27.007967Z,Cowrie,164.92.221.17,NL,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:34:27.326248Z,Cowrie,164.92.221.17,NL,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:27.326898Z,Cowrie,164.92.221.17,NL,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:28.680712Z,Cowrie,164.92.221.17,NL,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:34:30.184272Z,Cowrie,164.92.221.17,NL,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:55.915417Z,Cowrie,164.92.221.17,NL,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:34:56.211031Z,Cowrie,164.92.221.17,NL,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:56.217968Z,Cowrie,164.92.221.17,NL,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:57.593967Z,Cowrie,164.92.221.17,NL,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:34:59.062642Z,Cowrie,164.92.221.17,NL,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T01:35:25.853048Z,Cowrie,164.92.221.17,NL,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:35:26.197767Z,Cowrie,164.92.221.17,NL,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:35:26.198380Z,Cowrie,164.92.221.17,NL,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:35:27.884598Z,Cowrie,164.92.221.17,NL,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:35:29.775540Z,Cowrie,164.92.221.17,NL,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T01:35:55.899846Z,Cowrie,164.92.221.17,NL,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:35:56.211503Z,Cowrie,164.92.221.17,NL,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:35:56.212123Z,Cowrie,164.92.221.17,NL,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:35:57.600008Z,Cowrie,164.92.221.17,NL,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:35:59.070500Z,Cowrie,164.92.221.17,NL,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T01:36:26.007920Z,Cowrie,164.92.221.17,NL,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:36:26.267067Z,Cowrie,164.92.221.17,NL,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:36:26.267711Z,Cowrie,164.92.221.17,NL,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:36:27.648548Z,Cowrie,164.92.221.17,NL,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:36:29.179613Z,Cowrie,164.92.221.17,NL,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T01:36:56.802057Z,Cowrie,164.92.221.17,NL,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:36:56.908062Z,Cowrie,164.92.221.17,NL,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:36:57.086169Z,Cowrie,164.92.221.17,NL,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:36:58.511312Z,Cowrie,164.92.221.17,NL,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:37:00.072660Z,Cowrie,164.92.221.17,NL,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T01:37:27.253495Z,Cowrie,164.92.221.17,NL,100,cowrie.session.connect,,T1046,Network Service Discovery
2026-01-06T01:37:27.545140Z,Cowrie,164.92.221.17,NL,100,cowrie.client.version,,T1071,Standard Application Layer Protocol
2026-01-06T01:37:27.545770Z,Cowrie,164.92.221.17,NL,100,cowrie.client.kex,,T1071,Standard Application Layer Protocol
2026-01-06T01:37:28.961403Z,Cowrie,164.92.221.17,NL,100,cowrie.login.failed,,T1110,Brute Force
2026-01-06T01:37:30.490332Z,Cowrie,164.92.221.17,NL,100,cowrie.session.closed,,T1071,Standard Application Layer Protocol
2026-01-06T00:06:44.300726,Dionaea,101.36.106.89,HK,100,,,T1071,Standard Application Layer Protocol
2026-01-06T00:06:45.009650,Dionaea,101.36.106.89,HK,100,,,T1071,Standard Application Layer Protocol
2026-01-06T00:06:55.167328,Dionaea,101.36.106.89,HK,100,,,T1071,Standard Application Layer Protocol
2026-01-06T00:12:06.871513,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:16:34.544338,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:16:34.657493,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:18:38.232507,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:18:38.773501,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
